"","X6M","X9M","X1Y","X2Y","X3Y","X4Y","X5Y","X7Y","X10Y"
"2013-02-18",3.2075,3.22,3.22,3.25,3.325,3.43,3.53,3.73,3.93
"2013-02-19",3.2075,3.21,3.215,3.2525,3.325,3.43,3.53,3.73,3.93
"2013-02-20",3.2075,3.215,3.22,3.2525,3.32,3.4275,3.53,3.73,3.93
"2013-02-21",3.2075,3.215,3.2175,3.24,3.31,3.405,3.505,3.705,3.905
"2013-02-22",3.2075,3.215,3.2175,3.26,3.32,3.415,3.51,3.7,3.89
"2013-02-25",3.2075,3.215,3.2175,3.25,3.315,3.41,3.5,3.69,3.88
"2013-02-26",3.2075,3.21,3.21,3.22,3.265,3.335,3.4225,3.59,3.76
"2013-02-27",3.2125,3.21,3.21,3.22,3.27,3.33,3.415,3.58,3.75
"2013-02-28",3.2125,3.21,3.21,3.2275,3.27,3.35,3.4325,3.6,3.77
"2013-03-01",3.2125,3.21,3.2075,3.22,3.26,3.325,3.4025,3.5675,3.7375
"2013-03-04",3.2125,3.21,3.2075,3.215,3.26,3.315,3.38,3.54,3.7
"2013-03-05",3.2125,3.21,3.21,3.23,3.275,3.345,3.42,3.585,3.755
"2013-03-06",3.2125,3.21,3.22,3.2375,3.29,3.365,3.4525,3.63,3.8125
"2013-03-07",3.2125,3.21,3.2225,3.24,3.31,3.38,3.46,3.64,3.825
"2013-03-08",3.2125,3.21,3.22,3.25,3.315,3.39,3.47,3.65,3.845
"2013-03-11",3.2125,3.21,3.22,3.26,3.33,3.42,3.5,3.675,3.875
"2013-03-12",3.2125,3.21,3.2225,3.25,3.32,3.4,3.49,3.67,3.86
"2013-03-13",3.2125,3.21,3.22,3.245,3.305,3.38,3.4675,3.655,3.845
"2013-03-14",3.2125,3.21,3.2175,3.25,3.3125,3.3925,3.485,3.655,3.845
"2013-03-15",3.2125,3.21,3.22,3.245,3.31,3.3925,3.475,3.655,3.845
"2013-03-18",3.2125,3.21,3.215,3.24,3.285,3.355,3.435,3.605,3.775
"2013-03-19",3.2125,3.21,3.21,3.23,3.275,3.345,3.43,3.6,3.78
"2013-03-20",3.2125,3.21,3.215,3.235,3.285,3.36,3.44,3.61,3.78
"2013-03-21",3.2125,3.21,3.215,3.2475,3.295,3.37,3.45,3.63,3.81
"2013-03-22",3.2125,3.21,3.215,3.2425,3.295,3.355,3.435,3.61,3.7775
"2013-03-25",3.2125,3.21,3.225,3.255,3.3075,3.38,3.455,3.635,3.81
"2013-03-26",3.2125,3.21,3.225,3.2475,3.3,3.37,3.455,3.64,3.8075
"2013-03-27",3.2125,3.22,3.225,3.2475,3.29,3.36,3.4425,3.625,3.795
"2013-03-28",3.21,3.21,3.21,3.2325,3.275,3.335,3.42,3.595,3.77
"2013-03-29",3.21,3.21,3.21,3.2325,3.275,3.335,3.4175,3.595,3.77
"2013-04-01",3.21,3.21,3.21,3.24,3.28,3.3525,3.4375,3.62,3.795
"2013-04-02",3.21,3.21,3.21,3.235,3.28,3.36,3.44,3.6275,3.805
"2013-04-03",3.21,3.21,3.21,3.24,3.29,3.365,3.45,3.625,3.81
"2013-04-04",3.205,3.205,3.21,3.2325,3.28,3.35,3.43,3.615,3.795
"2013-04-05",3.205,3.205,3.21,3.225,3.27,3.33,3.4075,3.59,3.77
"2013-04-08",3.205,3.205,3.205,3.22,3.26,3.315,3.39,3.56,3.73
"2013-04-09",3.2,3.2,3.205,3.215,3.25,3.32,3.39,3.56,3.725
"2013-04-10",3.2,3.2,3.205,3.22,3.255,3.325,3.395,3.565,3.735
"2013-04-11",3.21,3.21,3.215,3.23,3.27,3.345,3.41,3.5825,3.755
"2013-04-12",3.21,3.21,3.205,3.215,3.26,3.3275,3.385,3.555,3.72
"2013-04-15",3.21,3.21,3.21,3.22,3.2625,3.3275,3.4025,3.575,3.745
"2013-04-16",3.2,3.2,3.195,3.205,3.24,3.31,3.375,3.545,3.715
"2013-04-17",3.2,3.2,3.195,3.2025,3.235,3.285,3.345,3.505,3.675
"2013-04-18",3.195,3.195,3.19,3.195,3.21,3.25,3.325,3.475,3.635
"2013-04-19",3.195,3.195,3.19,3.195,3.225,3.275,3.34,3.495,3.6575
"2013-04-22",3.195,3.195,3.19,3.21,3.24,3.29,3.36,3.515,3.69
"2013-04-23",3.195,3.195,3.19,3.19,3.215,3.255,3.3125,3.46,3.63
"2013-04-24",3.195,3.195,3.195,3.195,3.215,3.255,3.3225,3.48,3.64
"2013-04-25",3.205,3.205,3.21,3.2,3.22,3.27,3.335,3.49,3.65
"2013-04-26",3.205,3.205,3.195,3.19,3.21,3.25,3.305,3.475,3.615
"2013-04-29",3.205,3.205,3.185,3.1725,3.1875,3.23,3.275,3.41,3.55
"2013-04-30",3.205,3.2,3.175,3.165,3.175,3.21,3.25,3.38,3.52
"2013-05-01",3.205,3.2,3.175,3.165,3.175,3.21,3.25,3.38,3.52
"2013-05-02",3.205,3.2,3.17,3.1575,3.17,3.2,3.24,3.365,3.495
"2013-05-03",3.205,3.2,3.17,3.155,3.17,3.2,3.24,3.365,3.505
"2013-05-06",3.205,3.2,3.19,3.185,3.205,3.255,3.305,3.445,3.6
"2013-05-07",3.205,3.1975,3.185,3.185,3.205,3.255,3.305,3.465,3.605
"2013-05-08",3.205,3.1975,3.1875,3.1875,3.2,3.245,3.3075,3.455,3.59
"2013-05-09",3.205,3.1975,3.1675,3.1575,3.17,3.21,3.265,3.405,3.555
"2013-05-10",3.195,3.1975,3.18,3.17,3.18,3.225,3.29,3.445,3.575
"2013-05-13",3.1925,3.195,3.185,3.18,3.2075,3.255,3.315,3.465,3.605
"2013-05-14",3.1925,3.195,3.185,3.17,3.1975,3.235,3.2975,3.46,3.6
"2013-05-15",3.1925,3.18,3.175,3.1675,3.175,3.225,3.275,3.425,3.575
"2013-05-16",3.17,3.165,3.1475,3.1275,3.135,3.1825,3.2325,3.375,3.52
"2013-05-17",3.17,3.165,3.125,3.11,3.1225,3.155,3.2025,3.325,3.4575
"2013-05-20",3.18,3.165,3.135,3.125,3.15,3.18,3.2275,3.37,3.515
"2013-05-21",3.18,3.165,3.145,3.13,3.1475,3.1825,3.23,3.37,3.515
"2013-05-22",3.18,3.165,3.18,3.1775,3.19,3.23,3.29,3.445,3.595
"2013-05-23",3.195,3.1925,3.19,3.1825,3.21,3.27,3.335,3.485,3.65
"2013-05-24",3.195,3.1925,3.19,3.1825,3.21,3.27,3.335,3.485,3.65
"2013-05-27",3.195,3.1925,3.18,3.19,3.225,3.285,3.355,3.52,3.68
"2013-05-28",3.195,3.1925,3.19,3.2,3.2575,3.33,3.415,3.59,3.765
"2013-05-29",3.1975,3.205,3.215,3.24,3.2975,3.38,3.485,3.675,3.865
"2013-05-30",3.1975,3.2,3.21,3.23,3.285,3.365,3.4775,3.665,3.855
"2013-05-31",3.1975,3.2,3.21,3.23,3.29,3.37,3.465,3.665,3.865
"2013-06-03",3.2,3.205,3.21,3.235,3.285,3.385,3.48,3.69,3.89
"2013-06-04",3.2,3.205,3.215,3.24,3.29,3.385,3.48,3.69,3.895
"2013-06-05",3.205,3.21,3.205,3.2225,3.275,3.37,3.445,3.645,3.84
"2013-06-06",3.205,3.21,3.2125,3.22,3.275,3.345,3.42,3.605,3.785
"2013-06-07",3.205,3.21,3.205,3.215,3.275,3.355,3.435,3.615,3.805
"2013-06-10",3.2075,3.21,3.21,3.25,3.32,3.41,3.505,3.705,3.915
"2013-06-11",3.2125,3.2175,3.2425,3.29,3.375,3.4775,3.59,3.805,4.01
"2013-06-12",3.2125,3.2175,3.235,3.28,3.355,3.46,3.555,3.755,3.965
"2013-06-13",3.2125,3.2425,3.22,3.26,3.33,3.41,3.505,3.735,3.91
"2013-06-14",3.2125,3.2425,3.225,3.25,3.325,3.405,3.48,3.7,3.905
"2013-06-17",3.2,3.215,3.225,3.265,3.335,3.44,3.535,3.745,3.945
"2013-06-18",3.215,3.22,3.235,3.28,3.365,3.465,3.575,3.79,3.99
"2013-06-19",3.22,3.225,3.2375,3.2825,3.37,3.47,3.585,3.8,4.01
"2013-06-20",3.22,3.225,3.245,3.315,3.445,3.585,3.72,3.97,4.22
"2013-06-21",3.22,3.225,3.28,3.345,3.4625,3.6275,3.7775,4.03,4.3
"2013-06-24",3.22,3.23,3.325,3.41,3.555,3.74,3.91,4.175,4.45
"2013-06-25",3.22,3.23,3.27,3.335,3.455,3.595,3.76,4.01,4.265
"2013-06-26",3.23,3.245,3.255,3.31,3.43,3.56,3.695,3.94,4.185
"2013-06-27",3.23,3.24,3.25,3.315,3.425,3.565,3.705,3.93,4.155
"2013-06-28",3.22,3.235,3.25,3.325,3.44,3.565,3.72,3.945,4.225
"2013-07-01",3.22,3.235,3.26,3.355,3.485,3.625,3.7775,4.035,4.295
"2013-07-02",3.215,3.235,3.26,3.34,3.46,3.615,3.76,4.015,4.275
"2013-07-03",3.215,3.235,3.265,3.375,3.48,3.65,3.795,4.045,4.305
"2013-07-04",3.215,3.235,3.285,3.39,3.515,3.68,3.83,4.1,4.37
"2013-07-05",3.235,3.255,3.305,3.425,3.535,3.705,3.865,4.135,4.4
"2013-07-08",3.235,3.255,3.315,3.44,3.565,3.735,3.92,4.2,4.47
"2013-07-09",3.235,3.255,3.3,3.41,3.535,3.685,3.855,4.115,4.38
"2013-07-10",3.235,3.255,3.265,3.37,3.485,3.62,3.785,4.04,4.3
"2013-07-11",3.235,3.255,3.26,3.355,3.47,3.635,3.755,4.005,4.25
"2013-07-12",3.23,3.23,3.23,3.315,3.425,3.57,3.72,3.96,4.2
"2013-07-15",3.23,3.24,3.245,3.35,3.47,3.62,3.785,4.025,4.265
"2013-07-16",3.23,3.24,3.25,3.36,3.495,3.66,3.815,4.06,4.295
"2013-07-17",3.23,3.24,3.275,3.4,3.53,3.69,3.865,4.125,4.395
"2013-07-18",3.23,3.24,3.275,3.38,3.53,3.69,3.845,4.125,4.385
"2013-07-19",3.23,3.24,3.265,3.39,3.535,3.695,3.86,4.13,4.405
"2013-07-22",3.23,3.24,3.26,3.355,3.49,3.635,3.795,4.055,4.325
"2013-07-23",3.23,3.24,3.26,3.355,3.485,3.635,3.79,4.03,4.27
"2013-07-24",3.23,3.24,3.265,3.385,3.525,3.685,3.855,4.115,4.38
"2013-07-25",3.235,3.26,3.3,3.415,3.565,3.715,3.9,4.18,4.45
"2013-07-26",3.235,3.27,3.295,3.42,3.575,3.735,3.9225,4.205,4.49
"2013-07-29",3.235,3.27,3.3075,3.46,3.5975,3.785,3.995,4.2875,4.565
"2013-07-30",3.235,3.265,3.29,3.445,3.605,3.785,4,4.28,4.57
"2013-07-31",3.235,3.265,3.3075,3.45,3.625,3.815,4.03,4.325,4.62
"2013-08-01",3.235,3.265,3.2975,3.4125,3.575,3.775,3.97,4.2525,4.535
"2013-08-02",3.245,3.27,3.3,3.4375,3.595,3.7875,4,4.27,4.56
"2013-08-05",3.245,3.265,3.265,3.375,3.535,3.685,3.89,4.155,4.425
"2013-08-06",3.22,3.245,3.275,3.39,3.545,3.685,3.905,4.165,4.43
"2013-08-07",3.22,3.245,3.27,3.365,3.515,3.645,3.845,4.1,4.355
"2013-08-08",3.22,3.245,3.27,3.365,3.515,3.645,3.845,4.1,4.355
"2013-08-09",3.22,3.245,3.27,3.365,3.515,3.645,3.845,4.1,4.355
"2013-08-12",3.22,3.24,3.255,3.365,3.51,3.63,3.81,4.045,4.28
"2013-08-13",3.22,3.24,3.275,3.395,3.525,3.69,3.87,4.145,4.42
"2013-08-14",3.22,3.24,3.275,3.415,3.565,3.74,3.93,4.21,4.495
"2013-08-15",3.22,3.24,3.27,3.425,3.585,3.775,3.975,4.265,4.55
"2013-08-16",3.22,3.24,3.28,3.425,3.59,3.79,3.9975,4.3,4.6
"2013-08-19",3.225,3.245,3.28,3.455,3.645,3.845,4.075,4.38,4.68
"2013-08-20",3.22,3.24,3.29,3.435,3.625,3.815,4.025,4.315,4.605
"2013-08-21",3.22,3.24,3.285,3.425,3.615,3.815,4.03,4.32,4.61
"2013-08-22",3.235,3.255,3.3,3.46,3.655,3.865,4.08,4.38,4.68
"2013-08-23",3.23,3.255,3.29,3.43,3.62,3.8175,4.02,4.31,4.6
"2013-08-26",3.23,3.255,3.285,3.405,3.59,3.79,3.975,4.265,4.555
"2013-08-27",3.23,3.255,3.305,3.455,3.635,3.82,4.015,4.325,4.625
"2013-08-28",3.23,3.255,3.315,3.485,3.685,3.885,4.08,4.39,4.695
"2013-08-29",3.225,3.255,3.305,3.495,3.7,3.89,4.095,4.395,4.695
"2013-08-30",3.225,3.255,3.3,3.475,3.665,3.845,4.07,4.36,4.66
"2013-09-02",3.225,3.255,3.3,3.475,3.68,3.87,4.065,4.345,4.645
"2013-09-03",3.23,3.255,3.295,3.47,3.66,3.825,4.015,4.305,4.595
"2013-09-04",3.23,3.245,3.28,3.475,3.665,3.835,4.0175,4.3,4.585
"2013-09-05",3.24,3.255,3.295,3.495,3.69,3.87,4.065,4.345,4.63
"2013-09-06",3.255,3.275,3.31,3.48,3.675,3.86,4.05,4.325,4.605
"2013-09-09",3.255,3.275,3.3025,3.465,3.665,3.835,4.015,4.295,4.565
"2013-09-10",3.25,3.27,3.295,3.435,3.615,3.785,3.97,4.245,4.515
"2013-09-11",3.245,3.265,3.29,3.415,3.575,3.735,3.91,4.17,4.43
"2013-09-12",3.245,3.265,3.26,3.41,3.535,3.705,3.895,4.16,4.42
"2013-09-13",3.245,3.265,3.285,3.4,3.55,3.73,3.91,4.17,4.43
"2013-09-16",3.245,3.265,3.285,3.4,3.55,3.73,3.91,4.17,4.375
"2013-09-17",3.24,3.26,3.27,3.375,3.505,3.655,3.82,4.085,4.345
"2013-09-18",3.23,3.25,3.28,3.38,3.52,3.67,3.835,4.095,4.355
"2013-09-19",3.215,3.225,3.245,3.325,3.425,3.535,3.685,3.92,4.15
"2013-09-20",3.215,3.225,3.245,3.33,3.425,3.555,3.725,3.975,4.225
"2013-09-23",3.215,3.225,3.26,3.36,3.465,3.625,3.79,4.045,4.3
"2013-09-24",3.215,3.225,3.26,3.36,3.465,3.615,3.77,4.04,4.3
"2013-09-25",3.215,3.235,3.275,3.375,3.475,3.635,3.785,4.045,4.305
"2013-09-26",3.215,3.235,3.275,3.37,3.48,3.64,3.805,4.065,4.325
"2013-09-27",3.225,3.245,3.27,3.375,3.495,3.645,3.79,4.055,4.32
"2013-09-30",3.225,3.245,3.27,3.37,3.48,3.625,3.7975,4.065,4.315
"2013-10-01",3.225,3.245,3.275,3.37,3.495,3.655,3.81,4.075,4.335
"2013-10-02",3.225,3.245,3.27,3.355,3.475,3.615,3.77,4.03,4.29
"2013-10-03",3.215,3.24,3.265,3.365,3.485,3.63,3.785,4.05,4.31
"2013-10-04",3.21,3.23,3.255,3.35,3.46,3.605,3.76,4.025,4.27
"2013-10-07",3.215,3.24,3.265,3.345,3.46,3.61,3.765,4.035,4.285
"2013-10-08",3.215,3.235,3.26,3.35,3.47,3.62,3.78,4.05,4.305
"2013-10-09",3.21,3.225,3.25,3.335,3.45,3.6,3.76,4.025,4.28
"2013-10-10",3.22,3.245,3.27,3.36,3.485,3.645,3.81,4.08,4.335
"2013-10-11",3.215,3.235,3.26,3.34,3.46,3.615,3.78,4.05,4.3
"2013-10-14",3.21,3.23,3.255,3.33,3.445,3.6,3.76,4.025,4.275
"2013-10-15",3.21,3.23,3.255,3.33,3.445,3.6,3.76,4.025,4.275
"2013-10-16",3.21,3.225,3.25,3.32,3.445,3.6,3.76,4.03,4.285
"2013-10-17",3.2,3.21,3.235,3.29,3.4,3.535,3.68,3.94,4.17
"2013-10-18",3.2,3.21,3.235,3.29,3.4,3.525,3.665,3.92,4.155
"2013-10-21",3.2,3.21,3.235,3.295,3.4,3.53,3.67,3.92,4.15
"2013-10-22",3.21,3.225,3.25,3.315,3.425,3.555,3.7,3.95,4.195
"2013-10-23",3.205,3.215,3.235,3.29,3.39,3.51,3.645,3.88,4.11
"2013-10-24",3.195,3.205,3.225,3.285,3.385,3.5,3.63,3.865,4.095
"2013-10-25",3.215,3.2225,3.2425,3.295,3.39,3.5,3.6325,3.865,4.095
"2013-10-28",3.21,3.225,3.255,3.325,3.425,3.535,3.665,3.905,4.13
"2013-10-29",3.21,3.225,3.255,3.32,3.42,3.535,3.665,3.905,4.145
"2013-10-30",3.215,3.23,3.255,3.315,3.41,3.525,3.655,3.895,4.13
"2013-10-31",3.215,3.235,3.26,3.33,3.425,3.55,3.685,3.925,4.165
"2013-11-01",3.225,3.245,3.275,3.35,3.45,3.59,3.735,3.985,4.23
"2013-11-04",3.215,3.235,3.265,3.355,3.47,3.615,3.77,4.02,4.265
"2013-11-05",3.215,3.235,3.265,3.355,3.47,3.615,3.77,4.02,4.265
"2013-11-06",3.22,3.24,3.27,3.37,3.49,3.635,3.8,4.06,4.305
"2013-11-07",3.22,3.24,3.27,3.37,3.49,3.64,3.8,4.06,4.3
"2013-11-08",3.205,3.225,3.255,3.35,3.47,3.63,3.785,4.04,4.3
"2013-11-11",3.215,3.24,3.27,3.385,3.52,3.69,3.865,4.13,4.395
"2013-11-12",3.21,3.23,3.26,3.385,3.53,3.705,3.89,4.16,4.44
"2013-11-13",3.21,3.23,3.26,3.37,3.51,3.675,3.85,4.12,4.385
"2013-11-14",3.21,3.23,3.26,3.38,3.53,3.7,3.88,4.15,4.415
"2013-11-15",3.215,3.235,3.265,3.395,3.56,3.725,3.91,4.195,4.445
"2013-11-18",3.215,3.23,3.265,3.395,3.56,3.74,3.925,4.205,4.47
"2013-11-19",3.215,3.23,3.265,3.395,3.555,3.735,3.92,4.19,4.465
"2013-11-20",3.22,3.235,3.27,3.395,3.555,3.735,3.92,4.19,4.455
"2013-11-21",3.22,3.24,3.275,3.41,3.58,3.765,3.96,4.245,4.52
"2013-11-22",3.235,3.255,3.29,3.425,3.59,3.77,3.965,4.245,4.51
"2013-11-25",3.215,3.235,3.275,3.42,3.58,3.76,3.95,4.23,4.495
"2013-11-26",3.225,3.245,3.285,3.43,3.585,3.76,3.945,4.225,4.495
"2013-11-27",3.215,3.24,3.28,3.425,3.58,3.75,3.935,4.22,4.495
"2013-11-28",3.22,3.245,3.285,3.43,3.585,3.755,3.94,4.225,4.5
"2013-11-29",3.245,3.27,3.3,3.435,3.59,3.755,3.935,4.22,4.495
"2013-12-02",3.245,3.27,3.3,3.44,3.595,3.765,3.945,4.23,4.5
"2013-12-03",3.245,3.275,3.305,3.45,3.605,3.77,3.95,4.235,4.5
"2013-12-04",3.245,3.275,3.305,3.455,3.615,3.79,3.97,4.25,4.535
"2013-12-05",3.245,3.275,3.305,3.465,3.63,3.805,3.99,4.28,4.555
"2013-12-06",3.255,3.295,3.32,3.49,3.66,3.84,4.03,4.325,4.61
"2013-12-09",3.255,3.295,3.32,3.49,3.645,3.815,4,4.285,4.56
"2013-12-10",3.245,3.28,3.305,3.465,3.61,3.77,3.945,4.23,4.5
"2013-12-11",3.25,3.285,3.31,3.47,3.62,3.785,3.96,4.24,4.52
"2013-12-12",3.255,3.285,3.31,3.48,3.635,3.805,3.99,4.27,4.56
"2013-12-13",3.26,3.305,3.335,3.52,3.69,3.88,4.065,4.355,4.64
"2013-12-16",3.275,3.315,3.345,3.515,3.685,3.86,4.045,4.33,4.605
"2013-12-17",3.29,3.32,3.35,3.52,3.69,3.875,4.065,4.35,4.635
"2013-12-18",3.28,3.31,3.34,3.51,3.68,3.855,4.045,4.33,4.605
"2013-12-19",3.29,3.32,3.35,3.525,3.695,3.875,4.06,4.345,4.62
"2013-12-20",3.28,3.32,3.35,3.525,3.695,3.87,4.06,4.35,4.62
"2013-12-23",3.28,3.32,3.35,3.525,3.695,3.87,4.06,4.35,4.62
"2013-12-24",3.28,3.32,3.35,3.525,3.695,3.87,4.06,4.35,4.62
"2013-12-25",3.28,3.32,3.35,3.525,3.695,3.87,4.06,4.35,4.62
"2013-12-26",3.33,3.37,3.4,3.575,3.745,3.92,4.11,4.4,4.67
"2013-12-27",3.32,3.36,3.39,3.565,3.735,3.91,4.1,4.39,4.66
"2013-12-30",3.395,3.405,3.425,3.6,3.76,3.955,4.13,4.425,4.695
"2013-12-31",3.38,3.39,3.4125,3.605,3.74,3.93,4.125,4.41,4.695
"2014-01-01",3.38,3.39,3.4125,3.605,3.74,3.93,4.125,4.41,4.695
"2014-01-02",3.345,3.375,3.405,3.6025,3.77,3.975,4.15,4.44,4.75
"2014-01-03",3.32,3.35,3.38,3.5475,3.7375,3.925,4.085,4.385,4.66
"2014-01-06",3.325,3.345,3.3675,3.5225,3.7075,3.885,4.07,4.36,4.63
"2014-01-07",3.305,3.315,3.345,3.505,3.695,3.875,4.06,4.345,4.62
"2014-01-08",3.315,3.3325,3.355,3.5075,3.685,3.89,4.0625,4.355,4.64
"2014-01-09",3.31,3.335,3.365,3.52,3.705,3.895,4.09,4.375,4.66
"2014-01-10",3.305,3.332,3.36,3.515,3.69,3.87,4.055,4.335,4.605
"2014-01-13",3.305,3.325,3.35,3.485,3.655,3.815,3.985,4.26,4.525
"2014-01-14",3.3,3.325,3.35,3.49,3.66,3.835,4.01,4.29,4.56
"2014-01-15",3.31,3.34,3.365,3.505,3.67,3.845,4.015,4.295,4.57
"2014-01-16",3.31,3.34,3.37,3.51,3.675,3.84,4.01,4.285,4.56
"2014-01-17",3.305,3.335,3.365,3.495,3.65,3.81,3.975,4.25,4.535
"2014-01-20",3.325,3.355,3.385,3.525,3.68,3.845,4.01,4.28,4.565
"2014-01-21",3.315,3.35,3.38,3.545,3.71,3.88,4.055,4.335,4.615
"2014-01-22",3.315,3.35,3.385,3.545,3.715,3.885,4.06,4.34,4.61
"2014-01-23",3.325,3.365,3.4,3.555,3.72,3.885,4.055,4.325,4.605
"2014-01-24",3.335,3.385,3.42,3.57,3.715,3.87,4.025,4.295,4.555
"2014-01-27",3.35,3.425,3.4775,3.635,3.78,3.955,4.115,4.38,4.655
"2014-01-28",3.3475,3.39,3.45,3.62,3.7825,3.94,4.105,4.38,4.6525
"2014-01-29",3.33,3.39,3.4425,3.6,3.7625,3.9275,4.085,4.36,4.635
"2014-01-30",3.315,3.375,3.435,3.6,3.765,3.93,4.1,4.375,4.655
"2014-01-31",3.315,3.375,3.435,3.6,3.765,3.93,4.1,4.375,4.655
"2014-02-03",3.315,3.375,3.435,3.6,3.765,3.93,4.1,4.375,4.655
"2014-02-04",3.33,3.38,3.435,3.595,3.745,3.905,4.065,4.325,4.595
"2014-02-05",3.325,3.365,3.42,3.575,3.73,3.89,4.045,4.305,4.58
"2014-02-06",3.32,3.365,3.42,3.575,3.735,3.895,4.05,4.31,4.58
"2014-02-07",3.325,3.37,3.425,3.575,3.735,3.9,4.065,4.325,4.595
"2014-02-10",3.32,3.36,3.405,3.56,3.715,3.875,4.035,4.295,4.565
"2014-02-11",3.325,3.375,3.42,3.58,3.735,3.89,4.05,4.31,4.58
"2014-02-12",3.325,3.375,3.42,3.575,3.725,3.885,4.045,4.305,4.58
"2014-02-13",3.32,3.36,3.42,3.57,3.72,3.87,4.025,4.285,4.55
"2014-02-14",3.325,3.37,3.42,3.565,3.715,3.86,4.01,4.265,4.52
"2014-02-17",3.335,3.375,3.42,3.565,3.705,3.84,3.975,4.225,4.475
"2014-02-18",3.33,3.375,3.42,3.56,3.71,3.86,4.005,4.255,4.52
"2014-02-19",3.335,3.38,3.435,3.57,3.72,3.845,3.99,4.24,4.5
"2014-02-20",3.34,3.39,3.445,3.585,3.73,3.875,4.025,4.28,4.54
"2014-02-21",3.345,3.395,3.45,3.595,3.745,3.89,4.035,4.29,4.56
"2014-02-24",3.34,3.39,3.445,3.59,3.74,3.89,4.035,4.29,4.55
"2014-02-25",3.335,3.395,3.455,3.6,3.75,3.895,4.04,4.295,4.56
"2014-02-26",3.36,3.405,3.46,3.595,3.74,3.885,4.03,4.285,4.55
"2014-02-27",3.365,3.41,3.46,3.595,3.735,3.875,4.015,4.27,4.525
"2014-02-28",3.345,3.39,3.44,3.565,3.7,3.84,3.98,4.235,4.5
"2014-03-03",3.35,3.395,3.44,3.57,3.705,3.845,3.985,4.24,4.505
"2014-03-04",3.345,3.395,3.44,3.57,3.705,3.855,4.005,4.26,4.535
"2014-03-05",3.35,3.395,3.445,3.58,3.72,3.87,4.02,4.275,4.55
"2014-03-06",3.355,3.405,3.455,3.595,3.735,3.875,4.025,4.28,4.55
"2014-03-07",3.345,3.39,3.44,3.575,3.715,3.865,4.015,4.275,4.54
"2014-03-10",3.345,3.39,3.445,3.59,3.735,3.89,4.045,4.305,4.58
"2014-03-11",3.345,3.39,3.445,3.59,3.735,3.89,4.05,4.31,4.59
"2014-03-12",3.33,3.38,3.43,3.575,3.72,3.875,4.03,4.285,4.56
"2014-03-13",3.325,3.37,3.42,3.56,3.7,3.845,4,4.255,4.53
"2014-03-14",3.33,3.375,3.425,3.56,3.705,3.85,4,4.255,4.515
"2014-03-17",3.34,3.39,3.44,3.585,3.73,3.88,4.035,4.29,4.56
"2014-03-18",3.33,3.38,3.43,3.57,3.71,3.855,4.005,4.26,4.525
"2014-03-19",3.34,3.39,3.44,3.585,3.73,3.875,4.02,4.275,4.545
"2014-03-20",3.335,3.385,3.435,3.59,3.75,3.91,4.075,4.335,4.605
"2014-03-21",3.34,3.39,3.44,3.59,3.745,3.905,4.07,4.33,4.6
"2014-03-24",3.36,3.41,3.46,3.615,3.78,3.945,4.105,4.37,4.64
"2014-03-25",3.355,3.405,3.455,3.615,3.78,3.94,4.095,4.36,4.62
"2014-03-26",3.375,3.425,3.475,3.64,3.805,3.96,4.115,4.375,4.64
"2014-03-27",3.375,3.425,3.475,3.645,3.8075,3.95,4.105,4.365,4.62
"2014-03-28",3.375,3.425,3.475,3.645,3.81,3.95,4.105,4.365,4.62
"2014-03-31",3.385,3.44,3.5,3.675,3.83,3.98,4.135,4.395,4.645
"2014-04-01",3.3725,3.435,3.495,3.665,3.825,3.97,4.125,4.385,4.635
"2014-04-02",3.375,3.44,3.5,3.685,3.85,3.99,4.14,4.4,4.65
"2014-04-03",3.38,3.445,3.505,3.685,3.855,4,4.15,4.41,4.68
"2014-04-04",3.38,3.455,3.515,3.69,3.86,4.015,4.17,4.43,4.69
"2014-04-07",3.37,3.435,3.495,3.655,3.815,3.965,4.115,4.375,4.63
"2014-04-08",3.36,3.43,3.49,3.64,3.8,3.95,4.1,4.36,4.615
"2014-04-09",3.37,3.42,3.48,3.64,3.795,3.94,4.09,4.35,4.585
"2014-04-10",3.37,3.43,3.48,3.635,3.78,3.925,4.07,4.325,4.565
"2014-04-11",3.405,3.47,3.52,3.675,3.815,3.95,4.085,4.33,4.565
"2014-04-14",3.39,3.45,3.505,3.66,3.8,3.94,4.075,4.315,4.555
"2014-04-15",3.39,3.45,3.51,3.67,3.82,3.965,4.1,4.345,4.585
"2014-04-16",3.395,3.45,3.51,3.67,3.815,3.96,4.1,4.35,4.59
"2014-04-17",3.395,3.45,3.505,3.66,3.805,3.945,4.08,4.33,4.56
"2014-04-18",3.395,3.455,3.51,3.67,3.815,3.96,4.1,4.35,4.59
"2014-04-21",3.405,3.455,3.515,3.67,3.815,3.96,4.095,4.335,4.585
"2014-04-22",3.405,3.45,3.51,3.665,3.81,3.96,4.095,4.335,4.59
"2014-04-23",3.415,3.465,3.525,3.68,3.83,3.97,4.105,4.35,4.605
"2014-04-24",3.42,3.47,3.53,3.68,3.825,3.965,4.1,4.345,4.6
"2014-04-25",3.425,3.47,3.52,3.665,3.81,3.945,4.08,4.325,4.575
"2014-04-28",3.43,3.47,3.525,3.67,3.81,3.95,4.085,4.33,4.575
"2014-04-29",3.43,3.465,3.52,3.66,3.8,3.94,4.07,4.315,4.56
"2014-04-30",3.43,3.465,3.515,3.645,3.785,3.925,4.055,4.3,4.535
