"","X91D.deposit","X9M","X1Y","X18M","X2Y","X3Y","X4Y","X5Y","X6Y","X7Y","X8Y","X9Y","X10Y","X12Y","X15Y","X20Y"
"2008-04-22",5.37,5.165,5.075,5.02,4.918,4.805,4.78,4.815,4.845,4.875,4.91,4.925,4.955,5.005,5.034,5.055
"2008-04-23",5.37,5.14,5.075,5,4.945,4.82,4.785,4.83,4.845,4.885,4.9,4.925,4.965,5.012,5.035,5.06
"2008-04-24",5.37,5.12,5.05,4.975,4.91,4.8,4.76,4.76,4.83,4.79,4.87,4.91,4.925,4.98,5,5.02
"2008-04-25",5.36,5.095,5.065,4.975,4.935,4.835,4.8,4.835,4.82,4.89,4.87,4.935,4.97,5.01,5.04,5.06
"2008-04-28",5.36,5.13,5.045,4.98,4.91,4.815,4.78,4.81,4.85,4.865,4.9,4.95,4.948,4.995,5.02,5.038
"2008-04-29",5.36,5.115,5.04,4.97,4.89,4.7925,4.76,4.78,4.81,4.825,4.85,4.875,4.89,4.94,4.965,4.99
"2008-04-30",5.36,5.11,5.035,4.955,4.895,4.78,4.74,4.76,4.795,4.78,4.81,4.835,4.858,4.905,4.934,4.957
"2008-05-01",5.36,5.105,5.03,4.96,4.89,4.79,4.745,4.76,4.785,4.79,4.81,4.835,4.855,4.905,4.935,4.955
"2008-05-02",5.36,5.105,5.04,4.96,4.91,4.81,4.78,4.81,4.785,4.84,4.81,4.835,4.915,4.965,4.99,5.015
"2008-05-05",5.36,5.12,5.05,4.985,4.93,4.83,4.79,4.82,4.84,4.845,4.865,4.89,4.92,4.965,4.995,5.015
"2008-05-06",5.36,5.12,5.03,5.0470456684021,4.925,4.815,4.78,4.82,4.85,4.845,4.865,4.89,4.92,4.97,4.995,5.02
"2008-05-07",5.36,5.175,5.1,5.04,4.975,4.885,4.855,4.89,4.915,4.915,4.945,4.965,4.995,5.04,5.07,5.09
"2008-05-08",5.36,5.17,5.243,5.04,5.16,5.06,5.02,5.05,5,5.08,4.945,5.02065686466803,5.15,5.205,5.23,5.255
"2008-05-09",5.36,5.335,5.25,5.215,5.15,5.05,5.01,5.03,5.065,5.06,5.105,5.11,5.145,5.19,5.215,5.24
"2008-05-12",5.36,5.3,5.255,5.2,5.15,5.05,5.01,5.03,5.045,5.06,5.085,5.11,5.14,5.19,5.22,5.24
"2008-05-13",5.36,5.315,5.305,5.25,5.225,5.12,5.075,5.095,5.11,5.12,5.12,5.14,5.195,5.25,5.27,5.3
"2008-05-14",5.36,5.335,5.305,5.27,5.23,5.135,5.1,5.115,5.11,5.135,5.145,5.165,5.21,5.255,5.28,5.305
"2008-05-15",5.36,5.335,5.295,5.265,5.23,5.1375,5.0975,5.125,5.12,5.15,5.15,5.17,5.2075,5.26,5.29,5.305
"2008-05-16",5.37,5.36,5.33,5.3,5.28,5.195,5.16,5.26,5.195,5.205,5.235,5.255,5.28,5.325,5.355,5.375
"2008-05-19",5.37,5.405,5.425,5.4,5.365,5.29,5.255,5.275,5.28,5.295,5.315,5.32,5.36,5.415,5.445,5.465
"2008-05-20",5.37,5.335,5.365,5.33,5.29,5.195,5.15,5.155,5.165,5.18,5.21,5.22,5.25,5.295,5.315,5.34
"2008-05-21",5.37,5.36,5.385,5.32,5.32,5.24,5.195,5.185,5.19,5.205,5.2325,5.26,5.275,5.315,5.305,5.365
"2008-05-22",5.37,5.385,5.38,5.175,5.3,5.21,5.14,5.15,5.185,5.175,5.22,5.245,5.32,5.3,5.3,5.36
"2008-05-23",5.37,5.4,5.4,5.38,5.325,5.235,5.19,5.25,5.2,5.31,5.23,5.26,5.31,5.325,5.295,5.355
"2008-05-26",5.37,5.405,5.43,5.385,5.355,5.245,5.175,5.185,5.205,5.2,5.24,5.25,5.2675,5.32,5.32,5.38
"2008-05-27",5.36,5.385,5.405,5.37,5.305,5.205,5.135,5.135,5.15,5.16,5.18,5.21,5.225,5.285,5.285,5.32
"2008-05-28",5.36,5.365,5.375,5.34,5.315,5.205,5.135,5.14,5.15,5.165,5.185,5.21,5.23,5.285,5.29,5.32
"2008-05-29",5.36,5.39,5.42,5.39,5.37,5.255,5.185,5.19,5.2,5.215,5.235,5.26,5.285,5.34,5.345,5.375
"2008-05-30",5.36,5.41,5.43,5.415,5.4,5.3,5.23,5.24,5.24,5.26,5.28,5.305,5.33,5.385,5.39,5.42
"2008-06-02",5.36,5.43,5.46,5.46,5.465,5.37,5.305,5.315,5.33,5.335,5.36,5.385,5.4,5.46,5.465,5.495
"2008-06-03",5.36,5.43,5.45,5.455,5.47,5.385,5.33,5.345,5.345,5.365,5.39,5.41,5.425,5.485,5.49,5.525
"2008-06-04",5.36,5.425,5.45,5.445,5.48,5.42,5.385,5.41,5.335,5.45,5.465,5.495,5.515,5.57,5.585,5.615
"2008-06-05",5.36,5.395,5.41,5.44,5.46,5.44,5.41,5.435,5.45,5.475,5.5,5.525,5.54,5.6,5.62,5.65
"2008-06-06",5.36,5.4,5.42,5.44,5.465,5.45,5.415,5.44,5.45,5.48,5.5,5.525,5.545,5.6,5.615,5.645
"2008-06-09",5.36,5.485,5.525,5.53,5.58,5.575,5.54,5.565,5.57,5.605,5.62,5.65,5.665,5.725,5.74,5.77
"2008-06-10",5.36,5.58,5.63,5.65,5.67,5.665,5.635,5.65,5.67,5.68,5.71,5.735,5.735,5.8,5.815,5.845
"2008-06-11",5.36,5.53,5.6,5.6,5.6,5.595,5.56,5.57,5.585,5.58,5.61,5.635,5.63,5.69,5.705,5.735
"2008-06-12",5.36,5.54,5.61,5.615,5.64,5.61,5.545,5.54,5.545,5.535,5.555,5.58,5.54,5.56,5.58,5.585
"2008-06-13",5.36,5.56,5.64,5.66,5.68,5.625,5.56,5.54,5.555,5.54,5.565,5.59,5.545,5.58,5.59,5.6
"2008-06-16",5.36,5.555,5.635,5.64,5.67,5.59,5.5275,5.5075,5.525,5.4825,5.525,5.55,5.51,5.545,5.5475,5.56
"2008-06-17",5.36,5.54,5.615,5.635,5.655,5.5925,5.525,5.515,5.535,5.51,5.53,5.555,5.525,5.56,5.57,5.58
"2008-06-18",5.36,5.52,5.595,5.61,5.63,5.59,5.525,5.525,5.515,5.525,5.52,5.535,5.545,5.555,5.565,5.575
"2008-06-19",5.36,5.49,5.545,5.565,5.585,5.55,5.48,5.47,5.465,5.465,5.485,5.51,5.49,5.52,5.53,5.54
"2008-06-20",5.36,5.51,5.575,5.6,5.625,5.585,5.525,5.51,5.5,5.5,5.525,5.55,5.53,5.56,5.57,5.58
"2008-06-23",5.36,5.65,5.74,5.735,5.795,5.755,5.69,5.68,5.665,5.665,5.685,5.71,5.695,5.72,5.73,5.74
"2008-06-24",5.36,5.64,5.735,5.77,5.79,5.75,5.71,5.69,5.68,5.67,5.7,5.72,5.69,5.72,5.72,5.74
"2008-06-25",5.37,5.65,5.745,5.76,5.795,5.75,5.71,5.69,5.59,5.665,5.67,5.66,5.6825,5.71,5.71,5.72
"2008-06-26",5.36,5.585,5.655,5.68,5.68,5.64,5.58,5.555,5.55,5.54,5.56,5.545,5.56,5.665,5.675,5.685
"2008-06-27",5.36,5.595,5.673,5.675,5.679,5.63,5.57,5.55,5.535,5.535,5.535,5.545,5.549,5.578,5.585,5.598
"2008-06-30",5.37,5.685,5.765,5.745,5.78,5.725,5.685,5.655,5.655,5.64,5.65,5.66,5.655,5.695,5.705,5.715
"2008-07-01",5.37,5.675,5.7625,5.79,5.775,5.725,5.675,5.655,5.65,5.6355,5.66,5.67,5.6545,5.685,5.685,5.69
"2008-07-02",5.37,5.74,5.86,5.865,5.875,5.845,5.78,5.765,5.755,5.74,5.745,5.755,5.765,5.775,5.795,5.785
"2008-07-03",5.38,5.795,5.9,5.905,5.95,5.9025,5.875,5.84,5.82,5.81,5.795,5.825,5.8025,5.833,5.84,5.848
"2008-07-04",5.38,5.74,5.875,5.87,5.905,5.89,5.825,5.79,5.765,5.745,5.735,5.745,5.75,5.75,5.765,5.7675
"2008-07-07",5.39,5.715,5.86,5.83,5.8875,5.875,5.8125,5.77,5.725,5.73,5.695,5.705,5.735,5.75,5.755,5.76
"2008-07-08",5.41,5.705,5.8,5.81,5.8325,5.83,5.77,5.73,5.715,5.6815,5.685,5.695,5.675,5.695,5.705,5.705
"2008-07-09",5.41,5.65,5.7,5.725,5.755,5.74,5.67,5.62,5.62,5.57,5.575,5.585,5.56,5.58,5.59,5.59
"2008-07-10",5.44,5.69,5.78,5.77,5.785,5.735,5.655,5.595,5.585,5.535,5.535,5.56,5.515,5.54,5.55,5.55
"2008-07-11",5.46,5.85,5.91,5.89,5.87,5.77,5.645,5.53,5.53,5.42,5.425,5.435,5.34,5.33,5.33,5.34
"2008-07-14",5.48,5.9,6.01,6.015,6.015,5.93,5.83,5.74,5.73,5.59,5.595,5.605,5.515,5.495,5.485,5.485
"2008-07-15",5.52,5.92,6.015,6.01,6.01,5.935,5.83,5.72,5.73,5.57,5.55,5.575,5.49,5.48,5.48,5.48
"2008-07-16",5.525,5.955,6.04,6.035,6.03,5.91,5.76,5.63,5.56,5.39,5.38,5.36,5.3,5.26,5.26,5.26
"2008-07-17",5.55,5.9,5.96,5.95,5.945,5.88,5.76,5.66,5.47,5.49,5.35,5.32,5.43,5.4,5.4,5.4
"2008-07-18",5.56,5.865,5.95,5.95,5.94,5.87,5.76,5.65,5.595,5.508,5.48,5.46,5.438,5.355,5.32,5.313
"2008-07-21",5.58,5.93,6.02,6.005,6.015,5.935,5.83,5.73,5.69,5.58,5.55,5.53,5.51,5.425,5.385,5.385
"2008-07-22",5.59,5.84,5.88,5.955,5.86,5.7925,5.7,5.61,5.575,5.48,5.45,5.435,5.43,5.355,5.31,5.31
"2008-07-23",5.59,5.8,5.83,5.825,5.82,5.765,5.67,5.58,5.56,5.47,5.45,5.44,5.42,5.37,5.32,5.31
"2008-07-24",5.63,5.785,5.795,5.79,5.79,5.73,5.635,5.555,5.54,5.46,5.44,5.43,5.41,5.37,5.32,5.31
"2008-07-25",5.63,5.77,5.785,5.755,5.73,5.635,5.55,5.475,5.455,5.39,5.375,5.36,5.355,5.3175,5.27,5.26
"2008-07-28",5.64,5.84,5.87,5.85,5.83,5.735,5.625,5.54,5.52,5.44,5.41,5.39,5.375,5.32,5.27,5.26
"2008-07-29",5.66,5.805,5.825,5.805,5.795,5.705,5.585,5.515,5.48,5.4,5.38,5.38,5.36,5.293,5.245,5.233
"2008-07-30",5.67,5.785,5.815,5.79,5.775,5.675,5.555,5.485,5.445,5.365,5.345,5.325,5.325,5.2625,5.21,5.195
"2008-07-31",5.68,5.81,5.84,5.82,5.795,5.69,5.57,5.5,5.47,5.385,5.37,5.35,5.34,5.29,5.23,5.22
"2008-08-01",5.69,5.79,5.82,5.78,5.745,5.64,5.52,5.45,5.425,5.345,5.33,5.31,5.3,5.245,5.185,5.175
"2008-08-04",5.71,5.825,5.85,5.82,5.785,5.685,5.58,5.51,5.47,5.4,5.38,5.36,5.36,5.29,5.24,5.235
"2008-08-05",5.72,5.805,5.83,5.785,5.745,5.635,5.525,5.445,5.41,5.335,5.315,5.3,5.29,5.26,5.185,5.19
"2008-08-06",5.72,5.79,5.8,5.73,5.66,5.56,5.43,5.34,5.3,5.23,5.215,5.2,5.185,5.155,5.095,5.085
"2008-08-07",5.74,5.805,5.81,5.71,5.61,5.47,5.34,5.24,5.22,5.15,5.13,5.12,5.09,5.06,5.01,4.9875
"2008-08-08",5.75,5.805,5.815,5.71,5.665,5.525,5.395,5.315,5.285,5.225,5.13,5.19,5.185,5.065,5.005,5.075
"2008-08-11",5.76,5.81,5.805,5.75,5.695,5.555,5.435,5.37,5.33,5.285,5.28,5.25,5.235,5.215,5.155,5.145
"2008-08-12",5.77,5.84,5.845,5.79,5.73,5.61,5.49,5.43,5.4,5.36,5.35,5.25,5.33,5.31,5.25,5.24
"2008-08-13",5.78,5.85,5.85,5.77,5.71,5.595,5.495,5.435,5.4,5.37,5.36,5.35,5.35,5.325,5.265,5.255
"2008-08-14",5.79,5.88,5.87,5.8,5.74,5.645,5.545,5.495,5.47,5.44,5.43,5.425,5.42,5.4,5.34,5.33
"2008-08-15",5.79,5.88,5.87,5.8,5.74,5.645,5.545,5.495,5.47,5.44,5.43,5.425,5.42,5.4,5.34,5.33
"2008-08-18",5.79,5.895,5.89,5.825,5.765,5.66,5.565,5.51,5.48,5.455,5.45,5.45,5.44,5.42,5.37,5.34
"2008-08-19",5.79,5.865,5.85,5.79,5.72,5.605,5.52,5.46,5.43,5.4,5.39,5.39,5.37,5.405,5.355,5.345
"2008-08-20",5.79,5.825,5.825,5.75,5.685,5.585,5.485,5.415,5.38,5.345,5.34,5.33,5.32,5.3,5.25,5.25
"2008-08-21",5.79,5.8175,5.81,5.75,5.68,5.545,5.4525,5.39,5.37,5.32,5.31,5.3,5.275,5.26,5.21,5.19
"2008-08-22",5.79,5.86,5.86,5.8,5.745,5.62,5.515,5.45,5.42,5.375,5.365,5.355,5.345,5.325,5.275,5.265
"2008-08-25",5.79,5.89,5.9,5.83,5.775,5.655,5.545,5.475,5.44,5.385,5.36,5.345,5.335,5.3,5.25,5.24
"2008-08-26",5.79,5.86,5.86,5.8,5.75,5.615,5.49,5.415,5.37,5.315,5.295,5.28,5.27,5.235,5.185,5.175
"2008-08-27",5.79,5.84,5.845,5.795,5.745,5.61,5.49,5.415,5.37,5.32,5.3,5.28,5.27,5.24,5.19,5.18
"2008-08-28",5.79,5.84,5.835,5.795,5.73,5.59,5.48,5.41,5.37,5.32,5.305,5.29,5.28,5.255,5.2,5.165
"2008-08-29",5.79,5.83,5.83,5.785,5.735,5.605,5.5,5.425,5.38,5.34,5.325,5.31,5.3,5.27,5.27,5.19
"2008-09-01",5.79,5.87,5.88,5.83,5.78,5.645,5.545,5.46,5.4,5.375,5.33,5.32,5.33,5.275,5.225,5.215
"2008-09-02",5.79,5.91,5.925,5.87,5.825,5.685,5.565,5.48,5.44,5.38,5.37,5.35,5.34,5.31,5.26,5.235
"2008-09-03",5.79,5.89,5.89,5.85,5.79,5.63,5.49,5.4,5.44,5.28,5.37,5.35,5.23,5.195,5.26,5.25
"2008-09-04",5.79,5.8725,5.87,5.825,5.78,5.615,5.485,5.41,5.36,5.295,5.28,5.26,5.245,5.215,5.165,5.155
"2008-09-05",5.79,5.8775,5.88,5.825,5.79,5.645,5.505,5.42,5.37,5.31,5.29,5.28,5.255,5.235,5.185,5.175
"2008-09-08",5.79,5.8625,5.865,5.81,5.76,5.61,5.495,5.425,5.37,5.31,5.29,5.28,5.26,5.23,5.18,5.17
"2008-09-09",5.79,5.8625,5.86,5.81,5.745,5.605,5.495,5.43,5.365,5.325,5.2875,5.2725,5.28,5.255,5.189,5.1825
"2008-09-10",5.79,5.835,5.835,5.78,5.71,5.55,5.435,5.375,5.33,5.285,5.27,5.25,5.23,5.195,5.145,5.13
"2008-09-11",5.79,5.815,5.815,5.74,5.67,5.5,5.375,5.31,5.27,5.22,5.205,5.185,5.175,5.13,5.08,5.075
"2008-09-12",5.79,5.815,5.83,5.74,5.71,5.545,5.435,5.375,5.27,5.28,5.2,5.18,5.23,5.21,5.15,5.125
"2008-09-15",5.79,5.81,5.815,5.735,5.665,5.5,5.37,5.295,5.25,5.21,5.19,5.175,5.165,5.21,5.075,5.065
"2008-09-16",5.79,5.62,5.605,5.66,5.37,5.27,5.135,5.02,5.25,4.89,5.19,5.175,4.88,4.855,4.795,4.985
"2008-09-17",5.79,5.74,5.73,5.53,5.595,5.44,5.315,5.21,4.965,5.105,4.89,4.885,5.09,5.06,4.845,4.98
"2008-09-18",5.79,5.95,5.97,5.88,5.81,5.66,5.52,5.4,5.33,5.26,5.25,5.25,5.24,5.21,5.15,5.14
"2008-09-19",5.79,5.87,5.875,5.83,5.7275,5.58,5.445,5.34,5.33,5.23,5.25,5.25,5.205,5.19,5.1,5.08
"2008-09-22",5.79,5.895,5.915,5.835,5.755,5.625,5.5,5.3925,5.35,5.295,5.285,5.25,5.275,5.26,5.175,5.155
"2008-09-23",5.79,5.895,5.91,5.835,5.76,5.635,5.51,5.41,5.35,5.315,5.285,5.2975,5.2875,5.28,5.195,5.175
"2008-09-24",5.79,5.875,5.88,5.81,5.74,5.615,5.49,5.39,5.34,5.29,5.28,5.27,5.265,5.255,5.17,5.15
"2008-09-25",5.79,5.8675,5.875,5.8,5.735,5.615,5.5,5.4,5.35,5.295,5.275,5.27,5.265,5.2525,5.17,5.15
"2008-09-26",5.8,5.8675,5.925,5.845,5.755,5.625,5.505,5.395,5.37,5.285,5.275,5.27,5.26,5.255,5.17,5.15
"2008-09-29",5.82,5.975,5.995,5.825,5.815,5.615,5.465,5.35,5.3,5.235,5.23,5.22,5.215,5.21,5.125,5.105
"2008-09-30",5.83,5.89,5.95,5.825,5.74,5.5,5.365,5.255,5.18,5.135,5.115,5.1075,5.105,5.08,5.005,4.985
"2008-10-01",5.84,5.89,5.955,5.82,5.7375,5.535,5.3775,5.2725,5.18,5.1725,5.11,5.105,5.145,5.13,5.04,5.02
"2008-10-02",5.86,5.93,5.9225,5.81,5.685,5.495,5.345,5.245,5.19,5.14,5.13,5.12,5.105,5.09,5.01,4.98
"2008-10-03",5.86,5.93,5.93,5.8,5.725,5.52,5.37,5.27,5.19,5.17,5.12,5.11,5.13,5.095,5.01,4.99
"2008-10-06",5.9,5.9425,5.93,5.82,5.715,5.505,5.355,5.255,5.19,5.125,5.105,5.09,5.085,5.07,4.985,4.965
"2008-10-07",5.93,5.8825,5.855,5.725,5.61,5.4,5.24,5.14,5.07,5.01,4.99,4.975,4.965,4.95,4.855,4.8475
"2008-10-08",5.96,5.88,5.845,5.71,5.575,5.355,5.195,5.105,5.035,4.955,4.94,4.93,4.905,4.895,4.795,4.785
"2008-10-09",5.96,5.715,5.655,5.505,5.36,5.14,5,4.93,4.88,4.82,4.81,4.805,4.8,4.7875,4.695,4.68
"2008-10-10",5.96,5.76,5.705,5.54,5.385,5.095,4.965,4.895,4.83,4.785,4.77,4.76,4.755,4.74,4.645,4.635
"2008-10-13",5.99,5.85,5.815,5.635,5.495,5.165,5.035,4.93,4.885,4.835,4.825,4.81,4.81,4.795,4.7,4.675
"2008-10-14",6.02,5.87,5.8,5.63,5.46,5.14,4.97,4.88,4.86,4.78,4.8,4.77,4.75,4.73,4.64,4.61
"2008-10-15",6.05,5.89,5.83,5.625,5.43,5.05,4.87,4.79,4.73,4.67,4.65,4.645,4.64,4.635,4.54,4.51
"2008-10-16",6.08,6.01,5.97,5.72,5.47,5.09,4.88,4.8,4.74,4.68,4.675,4.675,4.6725,4.665,4.57,4.54
"2008-10-17",6.1,5.97,5.93,5.72,5.325,4.915,4.655,4.615,4.74,4.53,4.675,4.675,4.5725,4.52,4.405,4.385
"2008-10-20",6.12,5.85,5.76,5.52,5.29,4.91,4.64,4.57,4.54,4.5,4.505,4.505,4.525,4.505,4.4,4.38
"2008-10-21",6.14,5.78,5.68,5.46,5.24,4.9,4.64,4.57,4.54,4.5,4.51,4.525,4.54,4.535,4.44,4.41
"2008-10-22",6.15,5.78,5.395,5.47,5.06,4.7175,4.5425,4.5,4.4775,4.485,4.475,4.49,4.53,4.525,4.41,4.39
"2008-10-23",6.16,5.53,5.485,5.3075,5.13,4.805,4.64,4.625,4.52,4.625,4.53,4.54,4.67,4.675,4.5625,4.5425
"2008-10-24",6.17,5.67,5.49,5.305,5.12,4.8,4.635,4.64,4.64,4.64,4.655,4.67,4.685,4.695,4.565,4.545
"2008-10-27",6.03,5.32,5.065,5.88,4.7,4.46,4.385,4.485,4.5,4.51,4.535,4.56,4.5925,4.595,4.505,4.495
"2008-10-28",6.04,5.26,5.03,4.835,4.66,4.43,4.39,4.485,4.5075,4.56,4.5775,4.6,4.64,4.64,4.545,4.54
"2008-10-29",6.06,5.27,5.025,4.825,4.635,4.415,4.395,4.435,4.47,4.51,4.535,4.56,4.595,4.6,4.51,4.5
"2008-10-30",6.06,5.26,4.975,4.825,4.485,4.305,4.265,4.29,4.47,4.355,4.535,4.56,4.445,4.45,4.37,4.35
"2008-10-31",5.98,5.21,4.885,4.825,4.495,4.335,4.335,4.35,4.4,4.435,4.535,4.56,4.47,4.525,4.43,4.42
"2008-11-03",5.97,5.18,4.835,4.6575,4.495,4.375,4.365,4.435,4.445,4.475,4.475,4.495,4.515,4.52,4.4325,4.4225
"2008-11-04",5.94,5.05,4.675,4.66,4.425,4.335,4.325,4.385,4.4,4.425,4.44,4.45,4.475,4.48,4.3925,4.3825
"2008-11-05",5.93,4.775,4.525,4.42,4.305,4.265,4.255,4.325,4.34,4.355,4.38,4.4,4.425,4.44,4.36,4.345
"2008-11-06",5.92,4.81,4.515,4.395,4.275,4.225,4.185,4.26,4.285,4.315,4.34,4.38,4.415,4.42,4.34,4.33
"2008-11-07",5.69,4.88,4.605,4.4775,4.375,4.255,4.235,4.325,4.3475,4.375,4.405,4.435,4.505,4.52,4.445,4.435
"2008-11-10",5.69,4.95,4.68,4.565,4.45,4.31,4.29,4.38,4.41,4.43,4.47,4.52,4.56,4.57,4.49,4.48
"2008-11-11",5.69,4.9,4.7175,4.5575,4.4694,4.2849,4.2301,4.3194,4.3575,4.39,4.42,4.455,4.495,4.52,4.4775,4.46
"2008-11-12",5.59,5.02,4.655,4.6,4.37,4.185,4.115,4.185,4.24,4.255,4.39,4.45,4.335,4.53,4.3,4.285
"2008-11-13",5.58,4.96,4.765,4.5,4.495,4.295,4.225,4.285,4.3,4.335,4.355,4.39,4.435,4.44,4.4,4.42
"2008-11-14",5.56,5.04,4.83,4.695,4.575,4.375,4.305,4.355,4.38,4.405,4.43,4.46,4.495,4.51,4.48,4.48
"2008-11-17",5.52,5.065,4.79,4.66,4.52,4.335,4.245,4.295,4.31,4.335,4.35,4.38,4.405,4.42,4.39,4.39
"2008-11-18",5.51,5,4.825,4.6825,4.575,4.395,4.305,4.355,4.365,4.395,4.405,4.435,4.465,4.49,4.435,4.43
"2008-11-19",5.5,4.97,4.79,4.665,4.55,4.365,4.265,4.315,4.33,4.355,4.37,4.4,4.425,4.42,4.38,4.38
"2008-11-20",5.48,4.96,4.805,4.68,4.565,4.395,4.285,4.325,4.34,4.365,4.38,4.41,4.435,4.46,4.39,4.38
"2008-11-21",5.48,4.95,4.755,4.6175,4.485,4.325,4.205,4.255,4.265,4.295,4.305,4.325,4.355,4.38,4.31,4.3
"2008-11-24",5.48,4.96,4.78,4.645,4.51,4.35,4.23,4.27,4.29,4.3,4.32,4.35,4.37,4.4,4.33,4.32
"2008-11-25",5.47,4.965,4.815,4.655,4.525,4.345,4.225,4.255,4.275,4.275,4.29,4.335,4.345,4.37,4.3,4.29
"2008-11-26",5.45,4.975,4.785,4.64,4.49,4.28,4.13,4.16,4.17,4.2,4.21,4.23,4.26,4.3,4.23,4.22
"2008-11-27",5.45,4.97,4.775,4.6325,4.485,4.275,4.175,4.195,4.185,4.215,4.225,4.245,4.295,4.325,4.25,4.235
"2008-11-28",5.45,4.97,4.795,4.635,4.495,4.27,4.17,4.205,4.205,4.21,4.24,4.26,4.29,4.3325,4.2575,4.2475
"2008-12-01",5.45,4.95,4.73,4.615,4.445,4.22,4.1275,4.15,4.17,4.1725,4.195,4.21,4.2225,4.275,4.2025,4.19
"2008-12-02",5.45,4.86,4.67,4.525,4.38,4.16,4.09,4.13,4.14,4.15,4.17,4.18,4.2,4.25,4.19,4.16
"2008-12-03",5.45,4.86,4.52,4.525,4.25,4.05,3.99,4.03,4.14,4.04,4.17,4.18,4.08,4.125,4.05,4.035
"2008-12-04",5.45,4.755,4.525,4.375,4.235,4.035,3.965,4.005,4.02,4.025,4.03,4.05,4.055,4.11,4.04,4.0125
"2008-12-05",5.45,4.72,4.455,4.32,4.155,3.915,3.845,3.885,4.01,3.905,4.03,4.04,3.935,3.985,3.92,3.905
"2008-12-08",5.45,4.705,4.45,4.305,4.16,3.93,3.86,3.91,3.92,3.935,3.935,3.94,3.95,4,3.95,3.94
"2008-12-09",5.44,4.68,4.425,4.275,4.135,3.905,3.835,3.895,3.9,3.915,3.915,3.92,3.935,3.98,3.93,3.92
"2008-12-10",5.44,4.68,4.405,4.2625,4.125,3.895,3.825,3.885,3.89,3.89,3.915,3.92,3.925,3.97,3.92,3.91
"2008-12-11",4.75,4.67,3.955,4.26,3.705,3.525,3.505,3.575,3.89,3.615,3.905,3.91,3.705,3.83,3.77,3.74
"2008-12-12",4.75,4.17,3.77,3.83,3.5925,3.4742,3.4385,3.5325,3.57,3.5887,3.615,3.645,3.68,3.83,3.705,3.675
"2008-12-15",4.74,4.06,3.85,3.77,3.66,3.53,3.52,3.6,3.64,3.6497,3.69,3.72,3.75,3.8,3.78,3.75
"2008-12-16",4.49,4,3.7896,3.725,3.655,3.565,3.555,3.635,3.655,3.685,3.685,3.715,3.775,3.83,3.8,3.78
"2008-12-17",4.34,3.86,3.6852,3.66,3.618,3.565,3.5536,3.638,3.68,3.71,3.74,3.77,3.8,3.85,3.83,3.8
"2008-12-18",4.24,3.76,3.615,3.635,3.615,3.615,3.625,3.69,3.705,3.775,3.77,3.815,3.855,3.9,3.88,3.85
"2008-12-19",4.19,3.75,3.605,3.61,3.625,3.6,3.625,3.705,3.74,3.785,3.81,3.83,3.865,3.91,3.89,3.86
"2008-12-22",4.09,3.75,3.635,3.6525,3.675,3.665,3.68,3.765,3.77,3.835,3.85,3.855,3.9,3.96,3.935,3.91
"2008-12-23",4.03,3.7,3.6141,3.645,3.6582,3.65,3.6595,3.7482,3.79,3.8276,3.85,3.88,3.9,3.96,3.93,3.91
"2008-12-24",3.98,3.62,3.45,3.64,3.5,3.49,3.5,3.54,3.79,3.62,3.85,3.88,3.7,3.96,3.93,3.91
"2008-12-25",3.98,3.62,3.44,3.64,3.49,3.48,3.48,3.535,3.79,3.61,3.85,3.88,3.71,3.96,3.93,3.91
"2008-12-26",3.95,3.405,3.38,3.415,3.43,3.45,3.45,3.5,3.54,3.58,3.6,3.63,3.66,3.715,3.68,3.65
"2008-12-29",3.94,3.33,3.3166,3.35,3.3992,3.41,3.408,3.4592,3.5,3.5394,3.57,3.59,3.62,3.67,3.61,3.52
"2008-12-30",3.93,3.25,3.25,3.27,3.29,3.3,3.32,3.38,3.43,3.48,3.51,3.54,3.57,3.62,3.58,3.51
"2008-12-31",3.93,3.25,3.255,3.27,3.295,3.305,3.325,3.385,3.43,3.485,3.51,3.54,3.575,3.62,3.58,3.51
"2009-01-01",3.93,3.25,3.2372,3.27,3.2795,3.2846,3.3095,3.3645,3.43,3.4695,3.51,3.54,3.57,3.62,3.58,3.51
"2009-01-02",3.93,3.25,3.26,3.27,3.27,3.28,3.31,3.37,3.43,3.47,3.5,3.54,3.56,3.61,3.57,3.5
"2009-01-05",3.92,3.18,3.135,3.265,3.185,3.205,3.245,3.325,3.36,3.405,3.44,3.47,3.515,3.58,3.54,3.46
"2009-01-06",3.92,3.15,3.0596,3.09,3.0898,3.1448,3.2,3.2798,3.33,3.3637,3.41,3.435,3.485,3.55,3.51,3.43
"2009-01-07",3.92,3.15,3.125,3.105,3.125,3.175,3.235,3.295,3.33,3.375,3.4,3.44,3.475,3.53,3.505,3.425
"2009-01-08",3.25,3.1,2.85,3.12,2.915,2.975,3.025,3.105,3.33,3.19,3.4,3.44,3.31,3.34,3.31,3.25
"2009-01-09",3.18,2.92,2.94,2.88,3.06,3.12,3.1575,3.24,3.15,3.35,3.23,3.27,3.47,3.49,3.46,3.41
"2009-01-12",3.18,2.86,2.88,2.98,3.095,3.155,3.205,3.275,3.33,3.385,3.42,3.45,3.495,3.5275,3.4925,3.4225
"2009-01-13",3.13,2.81,2.84,2.96,3.07,3.17,3.22,3.3,3.35,3.4,3.44,3.47,3.51,3.55,3.5,3.43
