Date,1M,2M,3M,6M,9M,1Y,2Y,3Y,4Y,5Y,7Y,10Y
4/11/2013,7.5,7.475,7.455,7.46,7.43,7.43,7.185,7.175,7.23,7.2675,7.37,7.49
4/10/2013,7.5,7.475,7.455,7.46,7.43,7.43,7.185,7.175,7.23,7.2675,7.37,7.49
4/9/2013,7.5,7.475,7.455,7.46,7.43,7.42,7.185,7.19,7.2425,7.275,7.385,7.505
4/8/2013,7.475,7.475,7.455,7.46,7.43,7.435,7.193,7.19,7.24,7.285,7.4,7.52
4/5/2013,7.525,7.515,7.45,7.45,7.42,7.435,7.208,7.21,7.2553,7.293,7.42,7.54
4/4/2013,7.525,7.515,7.45,7.45,7.39,7.41,7.19,7.2,7.2525,7.29,7.425,7.545
4/3/2013,7.475,7.515,7.475,7.55,7.41,7.425,7.19,7.215,7.25,7.305,7.425,7.545
4/2/2013,7.565,7.53,7.53,7.55,7.595,7.475,7.235,7.225,7.265,7.31,7.425,7.545
4/1/2013,8.3,7.58,7.53,7.55,7.595,7.465,7.2,7.19,7.235,7.28,7.4,7.52
3/29/2013,8.3,7.58,7.53,7.55,7.595,7.465,7.195,7.185,7.235,7.285,7.425,7.525
3/28/2013,8.3,7.58,7.53,7.55,7.595,7.465,7.195,7.185,7.235,7.285,7.425,7.525
3/27/2013,8.195,7.865,7.81,7.65,7.595,7.52,7.235,7.21,7.255,7.305,7.44,7.55
3/26/2013,8.195,7.865,7.81,7.65,7.595,7.52,7.245,7.23,7.275,7.315,7.44,7.55
3/25/2013,8.22,7.865,7.81,7.65,7.595,7.54,7.26,7.235,7.28,7.325,7.44,7.55
3/22/2013,8.22,7.865,7.81,7.65,7.595,7.565,7.265,7.24,7.285,7.33,7.45,7.56
3/21/2013,8.22,7.865,7.81,7.65,7.595,7.565,7.265,7.24,7.285,7.33,7.44,7.55
3/20/2013,8.225,7.9,7.81,7.65,7.59,7.56,7.245,7.22,7.255,7.275,7.41,7.52
3/19/2013,8.3,7.9,7.81,7.64,7.565,7.57,7.245,7.22,7.255,7.275,7.4,7.51
3/18/2013,8.3,7.9,7.81,7.64,7.565,7.5,7.18,7.165,7.205,7.23,7.325,7.4
3/15/2013,8.375,8,7.81,7.64,7.565,7.51,7.185,7.165,7.2,7.24,7.345,7.46
3/14/2013,8.45,8.06,7.875,7.695,7.615,7.565,7.225,7.22,7.275,7.275,7.345,7.46
3/13/2013,8.45,8.06,7.875,7.695,7.615,7.585,7.26,7.235,7.275,7.285,7.345,7.46
3/12/2013,8.45,8.06,7.875,7.695,7.615,7.58,7.275,7.25,7.28,7.31,7.345,7.46
3/11/2013,8.45,8.06,7.875,7.695,7.615,7.57,7.245,7.235,7.245,7.28,7.345,7.46
3/8/2013,8.45,8.06,7.94,7.725,7.615,7.575,7.27,7.235,7.255,7.305,7.37,7.46
3/7/2013,8.45,8.06,7.94,7.725,7.615,7.575,7.255,7.235,7.255,7.29,7.37,7.46
3/6/2013,8.52,8.095,7.94,7.725,7.615,7.575,7.255,7.235,7.255,7.285,7.37,7.46
3/5/2013,8.52,8.095,7.94,7.725,7.615,7.575,7.235,7.215,7.245,7.27,7.37,7.46
3/4/2013,8.55,8.1,7.94,7.745,7.635,7.585,7.255,7.235,7.25,7.2775,7.37,7.46
3/1/2013,8.575,8.125,7.94,7.765,7.655,7.625,7.285,7.265,7.28,7.31,7.4,7.46
2/28/2013,8.575,8.125,7.94,7.765,7.655,7.62,7.3,7.27,7.29,7.315,7.405,7.5
2/27/2013,7.9,8.095,7.94,7.765,7.655,7.61,7.27,7.24,7.245,7.275,7.37,7.46
2/26/2013,7.9,8.095,7.94,7.765,7.655,7.6,7.26,7.24,7.25,7.28,7.37,7.46
2/25/2013,7.9,8.095,7.94,7.745,7.655,7.63,7.285,7.265,7.275,7.305,7.44,7.46
2/22/2013,7.9,8.095,7.94,7.745,7.65,7.605,7.29,7.28,7.3,7.305,7.44,7.46
2/21/2013,7.9,8.095,7.94,7.745,7.65,7.62,7.285,7.29,7.305,7.31,7.44,7.46
2/20/2013,7.9,8.095,7.94,7.745,7.65,7.635,7.32,7.295,7.31,7.35,7.44,7.58
2/19/2013,7.86,8.095,7.94,7.745,7.655,7.635,7.31,7.29,7.33,7.35,7.44,7.58
2/18/2013,7.86,8.095,7.94,7.745,7.655,7.635,7.315,7.295,7.325,7.355,7.44,7.58
2/15/2013,7.86,8.095,7.94,7.735,7.625,7.595,7.285,7.265,7.315,7.33,7.44,7.46
2/14/2013,7.86,8.09,7.94,7.74,7.64,7.595,7.285,7.265,7.315,7.33,7.44,7.56
2/13/2013,7.865,8.03,7.94,7.77,7.675,7.655,7.34,7.315,7.355,7.37,7.44,7.59
2/12/2013,7.865,8.03,7.94,7.755,7.675,7.64,7.325,7.305,7.33,7.365,7.44,7.6
2/11/2013,7.865,8.03,7.94,7.73,7.66,7.605,7.29,7.29,7.305,7.325,7.44,7.46
2/8/2013,7.865,8.03,7.94,7.73,7.66,7.605,7.29,7.29,7.305,7.325,7.44,7.46
2/7/2013,7.865,8.03,7.94,7.73,7.66,7.625,7.325,7.32,7.31,7.35,7.44,7.57
2/6/2013,7.835,8.08,7.94,7.73,7.66,7.635,7.345,7.34,7.36,7.39,7.44,7.61
2/5/2013,7.835,8.08,7.94,7.73,7.66,7.635,7.34,7.33,7.355,7.395,7.475,7.61
2/4/2013,7.835,8.08,7.94,7.715,7.66,7.655,7.36,7.36,7.37,7.415,7.44,7.64
2/1/2013,7.835,8.08,7.94,7.715,7.66,7.645,7.345,7.345,7.365,7.395,7.51,7.62
1/31/2013,7.835,8.085,7.94,7.715,7.66,7.63,7.32,7.295,7.33,7.35,7.5,7.61
1/30/2013,7.85,7.9,7.94,7.695,7.62,7.635,7.31,7.285,7.31,7.32,7.475,7.585
1/29/2013,7.85,7.89,7.94,7.685,7.585,7.565,7.25,7.23,7.255,7.265,7.35,7.45
1/28/2013,7.85,7.85,7.94,7.655,7.59,7.565,7.24,7.21,7.225,7.235,7.35,7.445
1/25/2013,7.87,7.87,7.94,7.655,7.59,7.575,7.245,7.215,7.22,7.22,7.35,7.445
1/24/2013,7.87,7.87,7.94,7.655,7.59,7.575,7.25,7.215,7.22,7.225,7.36,7.445
1/23/2013,7.87,7.85,7.83,7.655,7.565,7.55,7.245,7.21,7.21,7.23,7.35,7.4
1/22/2013,7.885,7.855,7.83,7.655,7.61,7.54,7.215,7.195,7.205,7.205,7.35,7.4
1/21/2013,7.885,7.855,7.83,7.655,7.61,7.56,7.235,7.195,7.205,7.215,7.35,7.4
1/18/2013,7.945,7.855,7.83,7.655,7.61,7.555,7.245,7.215,7.215,7.22,7.35,7.45
1/17/2013,7.94,7.855,7.83,7.655,7.61,7.575,7.245,7.215,7.215,7.24,7.35,7.445
1/16/2013,7.94,7.855,7.83,7.655,7.57,7.56,7.26,7.235,7.245,7.255,7.35,7.45
1/15/2013,7.95,7.86,7.83,7.6,7.515,7.48,7.195,7.185,7.2,7.215,7.31,7.41
1/14/2013,7.95,7.86,7.9,7.6,7.51,7.49,7.18,7.18,7.2,7.23,7.31,7.41
1/11/2013,7.975,7.885,7.9,7.68,7.57,7.535,7.245,7.24,7.245,7.27,7.36,7.51
1/10/2013,7.975,7.885,7.9,7.68,7.57,7.555,7.23,7.235,7.225,7.245,7.36,7.51
1/9/2013,7.975,7.875,7.9,7.68,7.605,7.56,7.235,7.235,7.225,7.255,7.31,7.49
1/8/2013,7.98,7.885,7.9,7.68,7.605,7.58,7.255,7.245,7.255,7.28,7.36,7.51
1/7/2013,8.06,7.94,7.935,7.725,7.65,7.58,7.23,7.19,7.22,7.24,7.36,7.5
1/4/2013,8.06,7.94,7.935,7.725,7.65,7.62,7.245,7.215,7.225,7.26,7.36,7.5
1/3/2013,8.065,7.965,7.935,7.7,7.6,7.59,7.21,7.155,7.185,7.21,7.345,7.41
1/2/2013,8.065,7.965,7.935,7.7,7.61,7.585,7.205,7.165,7.155,7.185,7.3,7.4
1/1/2013,8.07,7.965,7.935,7.8,7.67,7.59,7.205,7.165,7.155,7.16,7.3,7.35
12/31/2012,8.07,7.965,7.935,7.8,7.67,7.615,7.24,7.165,7.175,7.185,7.3,7.4
12/28/2012,8.11,8.01,7.935,7.8,7.67,7.64,7.24,7.165,7.175,7.2,7.3,7.4
12/27/2012,8.105,8.015,7.935,7.8,7.68,7.65,7.26,7.195,7.21,7.215,7.3,7.4
12/26/2012,8.11,8.005,7.935,7.8,7.68,7.66,7.26,7.195,7.21,7.23,7.3,7.4
12/25/2012,8.07,8.005,7.935,7.8,7.68,7.66,7.26,7.195,7.21,7.23,7.3,7.4
12/24/2012,8.07,8.005,7.935,7.8,7.68,7.66,7.265,7.195,7.21,7.23,7.3,7.4
12/21/2012,8.06,8.01,7.935,7.8,7.68,7.66,7.26,7.195,7.21,7.23,7.3,7.35
12/20/2012,8.01,8.015,7.935,7.8,7.68,7.67,7.275,7.195,7.215,7.235,7.3,7.4
12/19/2012,8.01,8.015,7.935,7.8,7.68,7.67,7.275,7.205,7.225,7.235,7.33,7.4
12/18/2012,8.01,7.99,7.935,7.8,7.68,7.68,7.255,7.185,7.195,7.205,7.3,7.35
12/17/2012,7.99,7.985,7.935,7.8,7.68,7.635,7.235,7.16,7.165,7.175,7.215,7.265
